"Topic_code","Topic_desc","DataSet_code","DataSet_desc","Reporter_code","Reporter_desc","Flow_code","Flow_desc","Indicator_code","Indicator_desc","Partner_code","Partner_desc","Unit_code","Unit_desc","Year","Value","Value_flag","Notes_Export"
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",1996,3706277248," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",1997,5537017824," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",1998,5534709952," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",1999,5873692256," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2000,8712593440," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2001,8500415968," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2002,7735211808," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2003,9151866719," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2004,12418257552," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2005,17677835582," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2006,22563956044," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2007,27860904117," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2008,38279460953," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2009,21077309800," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2010,32174278970," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2011,45532013567," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2012,43095382891," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2013,41637283906," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2014,42430532572," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2015,35305227063," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MI","Fuels and mining products","WL","World","UC","US dollar at current prices",2016,33693936121," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",1990,1124638000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",1991,1338664000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",1992,1727401984," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",1993,1565713024," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",1994,1464689000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",1995,1502024960," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",1996,1764483200," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",1997,2931128576," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",1998,2693189120," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",1999,2954586368," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2000,5232377856," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2001,5302817280," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2002,4448136704," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2003,5684006336," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2004,7536043388," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2005,12164112207," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2006,14470691816," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2007,19398295365," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2008,29182391692," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2009,15734195142," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2010,24044930703," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2011,35011059326," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2012,33332741046," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2013,32896958371," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2014,33220295482," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2015,26450939382," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MIFU"," Fuels","WL","World","UC","US dollar at current prices",2016,25084723265," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1980,16655000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1981,21879000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1982,13890000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1983,8812000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1984,11970000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1985,13964000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1986,13663000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1987,15484000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1988,22891000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1989,27396000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1990,32486000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1991,36300000000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1992,44884808560," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1993,48046575992," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1994,59741008000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1995,58056977512," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1996,74797707674," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1997,93508266826," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1998,105950096964," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",1999,122387861004," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2000,149795917316," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2001,146372456388," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2002,146744069184," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2003,146276643407," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2004,166944056539," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2005,185241795822," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2006,211564543927," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2007,215173701582," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2008,239314160056," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2009,188399537428," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2010,239731962472," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2011,268430909477," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2012,289835489823," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2013,301564522440," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2014,316657405991," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2015,320269216840," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MA","Manufactures","WL","World","UC","US dollar at current prices",2016,312730517603," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",1980,1749758000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",1990,1078587000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",1991,1547555000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",1992,2004215040," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",1993,1789795968," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",1994,2068319000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",1995,1821378944," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",1996,2377519104," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",1997,2945666560," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",1998,3352710400," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",1999,3024206080," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2000,3966087168," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2001,3548900352," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2002,3591739136," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2003,3721227084," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2004,5157350214," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2005,6257878016," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2006,7767465678," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2007,7874847899," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2008,9769857048," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2009,6117514359," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2010,8325808187," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2011,9615678044," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2012,11812902817," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2013,10461505311," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2014,11385552785," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2015,11010661386," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MAIS"," Iron and steel","WL","World","UC","US dollar at current prices",2016,9841823354," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1980,2164184000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1990,3657405047," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1991,4492219049," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1992,5339302912," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1993,5927254016," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1994,7187750000," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1995,7134254080," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1996,8697948160," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
"MT","Merchandise trade","CO","Merchandise trade by commodity","MX","Mexico","M","Imports","MACH"," Chemicals","WL","World","UC","US dollar at current prices",1997,10759943168," ","Coverage: Includes processing zones;Method of valuation: Imports are valued f.o.b." 
